,timestamp,page_name,revisions_count,contributors_count,age_of_page_days
39,2018-06-07T12:00:00Z,(206462)_2003_TN10,9,7,2565
40,2018-06-07T12:00:00Z,(206755)_2004_CJ2,9,7,2565
41,2018-06-07T12:00:00Z,(207028)_2004_VN60,10,8,2565
42,2018-06-07T12:00:00Z,(207548)_2006_LZ,10,8,2565
43,2018-06-07T12:00:00Z,(207690)_2007_RE19,10,7,2565
44,2018-06-07T12:00:00Z,(209635)_2005_BR1,10,8,2565
45,2018-06-07T12:00:00Z,(21083)_1991_TH14,14,10,2568
46,2018-06-07T12:00:00Z,(211480)_2003_FC7,9,7,2565
47,2018-06-07T12:00:00Z,(211489)_2003_KP,10,8,2565
48,2018-06-07T12:00:00Z,(211536)_2003_RR11,10,8,2565
49,2018-06-07T12:00:00Z,(211917)_2004_TG8,10,8,2565
50,2018-06-07T12:00:00Z,(213727)_2002_VF92,11,9,2565
51,2018-06-07T12:00:00Z,(213893)_2003_TN2,11,8,2565
52,2018-06-07T12:00:00Z,(213894)_2003_TP2,11,8,2565
53,2018-06-07T12:00:00Z,(216242)_2006_VK14,9,7,2565
54,2018-06-07T12:00:00Z,(221944)_2339_T-3,8,6,2565
55,2018-06-07T12:00:00Z,(221945)_3227_T-3,8,6,2565
56,2018-06-07T12:00:00Z,(225088)_2007_OR10,41,25,2479
57,2018-06-07T12:00:00Z,(225270)_2009_SF30,9,7,2565
58,2018-06-07T12:00:00Z,(225273)_2128_P-L,9,7,2565
59,2018-06-07T12:00:00Z,(225275)_6890_P-L,9,6,2565
60,2018-06-07T12:00:00Z,(231665)_7602_P-L,9,7,2565
61,2018-06-07T12:00:00Z,(233968)_3021_T-2,9,7,2565
62,2018-06-07T12:00:00Z,(237351)_2235_P-L,8,6,2565
63,2018-06-07T12:00:00Z,(237352)_4307_P-L,8,6,2565
64,2018-06-07T12:00:00Z,(237354)_1711_T-2,15,10,2571
65,2018-06-07T12:00:00Z,(237355)_2296_T-2,9,6,2565
66,2018-06-07T12:00:00Z,(237356)_3103_T-2,9,6,2565
67,2018-06-07T12:00:00Z,(237357)_2059_T-3,9,6,2565
68,2018-06-07T12:00:00Z,(237358)_3206_T-3,9,6,2565
69,2018-06-07T12:00:00Z,(237359)_3774_T-3,9,6,2565
70,2018-06-07T12:00:00Z,(237360)_4539_T-3,9,6,2565
71,2018-06-07T12:00:00Z,(29075)_1950_DA,5,5,1501
72,2018-06-07T12:00:00Z,(29876)_1999_GR16,14,9,2567
73,2018-06-07T12:00:00Z,(29877)_1999_GL17,14,9,2567
74,2018-06-07T12:00:00Z,(29878)_1999_GY19,13,10,2567
75,2018-06-07T12:00:00Z,(29981)_1999_TD10,15,11,2775
76,2018-06-07T12:00:00Z,(308635)_2005_YU55,64,23,2554
77,2018-06-07T12:00:00Z,(343158)_2009_HC82,3,3,1501
78,2018-06-07T12:00:00Z,(357439)_2004_BL86,28,5,895
79,2018-06-07T12:00:00Z,(385571)_Otrera,11,9,2818
80,2018-06-07T12:00:00Z,(39544)_1991_TN14,13,10,2568
81,2018-06-07T12:00:00Z,(416400)_2003_UZ117,9,5,836
82,2018-06-07T12:00:00Z,(42493)_1991_TG14,13,10,2568
83,2018-06-07T12:00:00Z,(4384)_1990_AA,19,10,2568
84,2018-06-07T12:00:00Z,(4495)_1988_VS,19,8,2568
85,2018-06-07T12:00:00Z,(4507)_1990_FV,15,9,2568
86,2018-06-07T12:00:00Z,(4538)_1988_TP,14,7,2568
87,2018-06-07T12:00:00Z,(4555)_1987_QL,15,8,2568
88,2018-06-07T12:00:00Z,(4633)_1988_AJ5,14,8,2568
89,2018-06-07T12:00:00Z,(4668)_1987_DX5,16,9,2568
90,2018-06-07T12:00:00Z,(469219)_2016_HO3,9,5,715
91,2018-06-07T12:00:00Z,(471325)_2011_KT19,12,3,643
92,2018-06-07T12:00:00Z,(4772)_1989_VM,15,9,2568
93,2018-06-07T12:00:00Z,(4784)_1984_DF1,13,9,2568
94,2018-06-07T12:00:00Z,(4793)_1988_RR4,15,8,2568
95,2018-06-07T12:00:00Z,(4827)_Дарес,5,2,256
96,2018-06-07T12:00:00Z,(4830)_1988_RG4,13,9,2568
97,2018-06-07T12:00:00Z,(49999)_2000_AW14,13,9,2565
98,2018-06-07T12:00:00Z,(5098)_1985_CH2,14,9,2568
99,2018-06-07T12:00:00Z,(5107)_1987_DS6,16,9,2568
100,2018-06-06T12:00:00Z,(163950)_2003_UN22,9,7,2564
101,2018-06-06T12:00:00Z,(164207)_2004_GU9,21,4,895
102,2018-06-06T12:00:00Z,(16553)_1991_TL14,11,8,2567
103,2018-06-06T12:00:00Z,(166609)_2002_RF232,10,8,2564
104,2018-06-06T12:00:00Z,(170025)_2002_VO,10,7,2564
105,2018-06-06T12:00:00Z,(170026)_2002_VV2,10,7,2564
106,2018-06-06T12:00:00Z,(170027)_2002_VH5,10,7,2564
107,2018-06-06T12:00:00Z,(171287)_2006_GK3,8,6,2564
108,2018-06-06T12:00:00Z,(172460)_2003_RT11,10,8,2564
109,2018-06-06T12:00:00Z,(172533)_2003_UO9,9,7,2564
110,2018-06-06T12:00:00Z,(172627)_2003_XP10,9,7,2564
111,2018-06-06T12:00:00Z,(173075)_2006_UC,9,7,2564
112,2018-06-06T12:00:00Z,(174758)_2003_VX2,9,7,2564
113,2018-06-06T12:00:00Z,(175113)_2004_PF115,20,2,201
114,2018-06-06T12:00:00Z,(177065)_2003_FP7,9,7,2564
115,2018-06-06T12:00:00Z,(177245)_2003_WB,9,7,2564
116,2018-06-06T12:00:00Z,(177625)_2004_JD,9,7,2564
117,2018-06-06T12:00:00Z,(180103)_2003_FX6,9,7,2564
118,2018-06-06T12:00:00Z,(180213)_2003_UM8,9,7,2564
119,2018-06-06T12:00:00Z,(180216)_2003_UY9,9,7,2564
120,2018-06-06T12:00:00Z,(180537)_2004_EB1,9,7,2564
121,2018-06-06T12:00:00Z,(180731)_2004_JW35,9,7,2564
122,2018-06-06T12:00:00Z,(181492)_2006_UU1,9,7,2564
123,2018-06-06T12:00:00Z,(183501)_2003_FU4,10,8,2564
124,2018-06-06T12:00:00Z,(184064)_2004_GM,9,7,2564
125,2018-06-06T12:00:00Z,(186728)_2004_CH2,11,8,2564
126,2018-06-06T12:00:00Z,(187304)_2005_UV,9,7,2564
127,2018-06-06T12:00:00Z,(188588)_2005_NP29,9,7,2564
128,2018-06-06T12:00:00Z,(188721)_2005_UU,10,8,2564
129,2018-06-06T12:00:00Z,(189944)_2003_TX,9,7,2564
130,2018-06-06T12:00:00Z,(190118)_2004_VR60,9,7,2564
131,2018-06-06T12:00:00Z,(191323)_2003_KN,9,7,2564
132,2018-06-06T12:00:00Z,(191485)_2003_TO2,10,8,2564
133,2018-06-06T12:00:00Z,(191621)_2004_MN3,9,7,2564
134,2018-06-06T12:00:00Z,(19308)_1996_TO66,4,1,770
135,2018-06-06T12:00:00Z,(196256)_2003_EH1,3,3,1500
136,2018-06-06T12:00:00Z,(196297)_2003_FA,10,7,2564
137,2018-06-06T12:00:00Z,(196926)_2003_UG5,10,8,2564
138,2018-06-06T12:00:00Z,(199742)_2006_JD,11,7,2564
139,2018-06-06T12:00:00Z,(206462)_2003_TN10,9,7,2564
140,2018-06-06T12:00:00Z,(206755)_2004_CJ2,9,7,2564
141,2018-06-06T12:00:00Z,(207028)_2004_VN60,10,8,2564
142,2018-06-06T12:00:00Z,(207548)_2006_LZ,10,8,2564
143,2018-06-06T12:00:00Z,(207690)_2007_RE19,10,7,2564
144,2018-06-06T12:00:00Z,(209635)_2005_BR1,10,8,2564
145,2018-06-06T12:00:00Z,(21083)_1991_TH14,14,10,2567
146,2018-06-06T12:00:00Z,(211480)_2003_FC7,9,7,2564
147,2018-06-06T12:00:00Z,(211489)_2003_KP,10,8,2564
148,2018-06-06T12:00:00Z,(211536)_2003_RR11,10,8,2564
149,2018-06-06T12:00:00Z,(211917)_2004_TG8,10,8,2564
150,2018-06-06T12:00:00Z,(213727)_2002_VF92,11,9,2564
151,2018-06-06T12:00:00Z,(213893)_2003_TN2,11,8,2564
152,2018-06-06T12:00:00Z,(213894)_2003_TP2,11,8,2564
153,2018-06-06T12:00:00Z,(216242)_2006_VK14,9,7,2564
154,2018-06-06T12:00:00Z,(221944)_2339_T-3,8,6,2564
155,2018-06-06T12:00:00Z,(221945)_3227_T-3,8,6,2564
156,2018-06-06T12:00:00Z,(225088)_2007_OR10,41,25,2478
157,2018-06-06T12:00:00Z,(225270)_2009_SF30,9,7,2564
158,2018-06-06T12:00:00Z,(225273)_2128_P-L,9,7,2564
159,2018-06-06T12:00:00Z,(225275)_6890_P-L,9,6,2564
160,2018-06-06T12:00:00Z,(231665)_7602_P-L,9,7,2564
161,2018-06-06T12:00:00Z,(233968)_3021_T-2,9,7,2564
162,2018-06-06T12:00:00Z,(237351)_2235_P-L,8,6,2564
163,2018-06-06T12:00:00Z,(237352)_4307_P-L,8,6,2564
164,2018-06-06T12:00:00Z,(237354)_1711_T-2,15,10,2570
165,2018-06-06T12:00:00Z,(237355)_2296_T-2,9,6,2564
166,2018-06-06T12:00:00Z,(237356)_3103_T-2,9,6,2564
167,2018-06-06T12:00:00Z,(237357)_2059_T-3,9,6,2564
168,2018-06-06T12:00:00Z,(237358)_3206_T-3,9,6,2564
169,2018-06-06T12:00:00Z,(237359)_3774_T-3,9,6,2564
170,2018-06-06T12:00:00Z,(237360)_4539_T-3,9,6,2564
171,2018-06-06T12:00:00Z,(29075)_1950_DA,5,5,1500
172,2018-06-06T12:00:00Z,(29876)_1999_GR16,14,9,2566
173,2018-06-06T12:00:00Z,(29877)_1999_GL17,14,9,2566
174,2018-06-06T12:00:00Z,(29878)_1999_GY19,13,10,2566
175,2018-06-06T12:00:00Z,(29981)_1999_TD10,15,11,2774
176,2018-06-06T12:00:00Z,(308635)_2005_YU55,64,23,2553
177,2018-06-06T12:00:00Z,(343158)_2009_HC82,3,3,1500
178,2018-06-06T12:00:00Z,(357439)_2004_BL86,28,5,894
179,2018-06-06T12:00:00Z,(385571)_Otrera,11,9,2817
180,2018-06-06T12:00:00Z,(39544)_1991_TN14,13,10,2567
181,2018-06-06T12:00:00Z,(416400)_2003_UZ117,9,5,835
182,2018-06-06T12:00:00Z,(42493)_1991_TG14,13,10,2567
183,2018-06-06T12:00:00Z,(4384)_1990_AA,19,10,2567
184,2018-06-06T12:00:00Z,(4495)_1988_VS,19,8,2567
185,2018-06-06T12:00:00Z,(4507)_1990_FV,15,9,2567
186,2018-06-06T12:00:00Z,(4538)_1988_TP,14,7,2567
187,2018-06-06T12:00:00Z,(4555)_1987_QL,15,8,2567
188,2018-06-06T12:00:00Z,(4633)_1988_AJ5,14,8,2567
189,2018-06-06T12:00:00Z,(4668)_1987_DX5,16,9,2567
190,2018-06-06T12:00:00Z,(469219)_2016_HO3,9,5,714
191,2018-06-06T12:00:00Z,(471325)_2011_KT19,12,3,642
192,2018-06-06T12:00:00Z,(4772)_1989_VM,15,9,2567
193,2018-06-06T12:00:00Z,(4784)_1984_DF1,13,9,2567
194,2018-06-06T12:00:00Z,(4793)_1988_RR4,15,8,2567
195,2018-06-06T12:00:00Z,(4827)_Дарес,5,2,255
196,2018-06-06T12:00:00Z,(4830)_1988_RG4,13,9,2567
197,2018-06-06T12:00:00Z,(49999)_2000_AW14,13,9,2564
198,2018-06-06T12:00:00Z,(5098)_1985_CH2,14,9,2567
199,2018-06-06T12:00:00Z,(5107)_1987_DS6,16,9,2567
200,2018-06-05T12:00:00Z,(163950)_2003_UN22,9,7,2563
201,2018-06-05T12:00:00Z,(164207)_2004_GU9,21,4,894
202,2018-06-05T12:00:00Z,(16553)_1991_TL14,11,8,2566
203,2018-06-05T12:00:00Z,(166609)_2002_RF232,10,8,2563
204,2018-06-05T12:00:00Z,(170025)_2002_VO,10,7,2563
205,2018-06-05T12:00:00Z,(170026)_2002_VV2,10,7,2563
206,2018-06-05T12:00:00Z,(170027)_2002_VH5,10,7,2563
207,2018-06-05T12:00:00Z,(171287)_2006_GK3,8,6,2563
208,2018-06-05T12:00:00Z,(172460)_2003_RT11,10,8,2563
209,2018-06-05T12:00:00Z,(172533)_2003_UO9,9,7,2563
210,2018-06-05T12:00:00Z,(172627)_2003_XP10,9,7,2563
211,2018-06-05T12:00:00Z,(173075)_2006_UC,9,7,2563
212,2018-06-05T12:00:00Z,(174758)_2003_VX2,9,7,2563
213,2018-06-05T12:00:00Z,(175113)_2004_PF115,20,2,200
214,2018-06-05T12:00:00Z,(177065)_2003_FP7,9,7,2563
215,2018-06-05T12:00:00Z,(177245)_2003_WB,9,7,2563
216,2018-06-05T12:00:00Z,(177625)_2004_JD,9,7,2563
217,2018-06-05T12:00:00Z,(180103)_2003_FX6,9,7,2563
218,2018-06-05T12:00:00Z,(180213)_2003_UM8,9,7,2563
219,2018-06-05T12:00:00Z,(180216)_2003_UY9,9,7,2563
220,2018-06-05T12:00:00Z,(180537)_2004_EB1,9,7,2563
221,2018-06-05T12:00:00Z,(180731)_2004_JW35,9,7,2563
222,2018-06-05T12:00:00Z,(181492)_2006_UU1,9,7,2563
223,2018-06-05T12:00:00Z,(183501)_2003_FU4,10,8,2563
224,2018-06-05T12:00:00Z,(184064)_2004_GM,9,7,2563
225,2018-06-05T12:00:00Z,(186728)_2004_CH2,11,8,2563
226,2018-06-05T12:00:00Z,(187304)_2005_UV,9,7,2563
227,2018-06-05T12:00:00Z,(188588)_2005_NP29,9,7,2563
228,2018-06-05T12:00:00Z,(188721)_2005_UU,10,8,2563
229,2018-06-05T12:00:00Z,(189944)_2003_TX,9,7,2563
230,2018-06-05T12:00:00Z,(190118)_2004_VR60,9,7,2563
231,2018-06-05T12:00:00Z,(191323)_2003_KN,9,7,2563
232,2018-06-05T12:00:00Z,(191485)_2003_TO2,10,8,2563
233,2018-06-05T12:00:00Z,(191621)_2004_MN3,9,7,2563
234,2018-06-05T12:00:00Z,(19308)_1996_TO66,4,1,769
235,2018-06-05T12:00:00Z,(196256)_2003_EH1,3,3,1499
236,2018-06-05T12:00:00Z,(196297)_2003_FA,10,7,2563
237,2018-06-05T12:00:00Z,(196926)_2003_UG5,10,8,2563
238,2018-06-05T12:00:00Z,(199742)_2006_JD,11,7,2563
239,2018-06-05T12:00:00Z,(206462)_2003_TN10,9,7,2563
240,2018-06-05T12:00:00Z,(206755)_2004_CJ2,9,7,2563
241,2018-06-05T12:00:00Z,(207028)_2004_VN60,10,8,2563
242,2018-06-05T12:00:00Z,(207548)_2006_LZ,10,8,2563
243,2018-06-05T12:00:00Z,(207690)_2007_RE19,10,7,2563
244,2018-06-05T12:00:00Z,(209635)_2005_BR1,10,8,2563
245,2018-06-05T12:00:00Z,(21083)_1991_TH14,14,10,2566
246,2018-06-05T12:00:00Z,(211480)_2003_FC7,9,7,2563
247,2018-06-05T12:00:00Z,(211489)_2003_KP,10,8,2563
248,2018-06-05T12:00:00Z,(211536)_2003_RR11,10,8,2563
249,2018-06-05T12:00:00Z,(211917)_2004_TG8,10,8,2563
250,2018-06-05T12:00:00Z,(213727)_2002_VF92,11,9,2563
251,2018-06-05T12:00:00Z,(213893)_2003_TN2,11,8,2563
252,2018-06-05T12:00:00Z,(213894)_2003_TP2,11,8,2563
253,2018-06-05T12:00:00Z,(216242)_2006_VK14,9,7,2563
254,2018-06-05T12:00:00Z,(221944)_2339_T-3,8,6,2563
255,2018-06-05T12:00:00Z,(221945)_3227_T-3,8,6,2563
256,2018-06-05T12:00:00Z,(225088)_2007_OR10,41,25,2477
257,2018-06-05T12:00:00Z,(225270)_2009_SF30,9,7,2563
258,2018-06-05T12:00:00Z,(225273)_2128_P-L,9,7,2563
259,2018-06-05T12:00:00Z,(225275)_6890_P-L,9,6,2563
260,2018-06-05T12:00:00Z,(231665)_7602_P-L,9,7,2563
261,2018-06-05T12:00:00Z,(233968)_3021_T-2,9,7,2563
262,2018-06-05T12:00:00Z,(237351)_2235_P-L,8,6,2563
263,2018-06-05T12:00:00Z,(237352)_4307_P-L,8,6,2563
264,2018-06-05T12:00:00Z,(237354)_1711_T-2,15,10,2569
265,2018-06-05T12:00:00Z,(237355)_2296_T-2,9,6,2563
266,2018-06-05T12:00:00Z,(237356)_3103_T-2,9,6,2563
267,2018-06-05T12:00:00Z,(237357)_2059_T-3,9,6,2563
268,2018-06-05T12:00:00Z,(237358)_3206_T-3,9,6,2563
269,2018-06-05T12:00:00Z,(237359)_3774_T-3,9,6,2563
270,2018-06-05T12:00:00Z,(237360)_4539_T-3,9,6,2563
271,2018-06-05T12:00:00Z,(29075)_1950_DA,5,5,1499
272,2018-06-05T12:00:00Z,(29876)_1999_GR16,14,9,2565
273,2018-06-05T12:00:00Z,(29877)_1999_GL17,14,9,2565
274,2018-06-05T12:00:00Z,(29878)_1999_GY19,13,10,2565
275,2018-06-05T12:00:00Z,(29981)_1999_TD10,15,11,2773
276,2018-06-05T12:00:00Z,(308635)_2005_YU55,64,23,2552
277,2018-06-05T12:00:00Z,(343158)_2009_HC82,3,3,1499
278,2018-06-05T12:00:00Z,(357439)_2004_BL86,28,5,893
279,2018-06-05T12:00:00Z,(385571)_Otrera,11,9,2816
280,2018-06-05T12:00:00Z,(39544)_1991_TN14,13,10,2566
281,2018-06-05T12:00:00Z,(416400)_2003_UZ117,9,5,834
282,2018-06-05T12:00:00Z,(42493)_1991_TG14,13,10,2566
283,2018-06-05T12:00:00Z,(4384)_1990_AA,19,10,2566
284,2018-06-05T12:00:00Z,(4495)_1988_VS,19,8,2566
285,2018-06-05T12:00:00Z,(4507)_1990_FV,15,9,2566
286,2018-06-05T12:00:00Z,(4538)_1988_TP,14,7,2566
287,2018-06-05T12:00:00Z,(4555)_1987_QL,15,8,2566
288,2018-06-05T12:00:00Z,(4633)_1988_AJ5,14,8,2566
289,2018-06-05T12:00:00Z,(4668)_1987_DX5,16,9,2566
290,2018-06-05T12:00:00Z,(469219)_2016_HO3,9,5,713
291,2018-06-05T12:00:00Z,(471325)_2011_KT19,12,3,641
292,2018-06-05T12:00:00Z,(4772)_1989_VM,15,9,2566
293,2018-06-05T12:00:00Z,(4784)_1984_DF1,13,9,2566
294,2018-06-05T12:00:00Z,(4793)_1988_RR4,15,8,2566
295,2018-06-05T12:00:00Z,(4827)_Дарес,5,2,254
296,2018-06-05T12:00:00Z,(4830)_1988_RG4,13,9,2566
297,2018-06-05T12:00:00Z,(49999)_2000_AW14,13,9,2563
298,2018-06-05T12:00:00Z,(5098)_1985_CH2,14,9,2566
299,2018-06-05T12:00:00Z,(5107)_1987_DS6,16,9,2566
300,2018-06-04T12:00:00Z,(163950)_2003_UN22,9,7,2562
301,2018-06-04T12:00:00Z,(164207)_2004_GU9,21,4,893
302,2018-06-04T12:00:00Z,(16553)_1991_TL14,11,8,2565
303,2018-06-04T12:00:00Z,(166609)_2002_RF232,10,8,2562
304,2018-06-04T12:00:00Z,(170025)_2002_VO,10,7,2562
305,2018-06-04T12:00:00Z,(170026)_2002_VV2,10,7,2562
306,2018-06-04T12:00:00Z,(170027)_2002_VH5,10,7,2562
307,2018-06-04T12:00:00Z,(171287)_2006_GK3,8,6,2562
308,2018-06-04T12:00:00Z,(172460)_2003_RT11,10,8,2562
309,2018-06-04T12:00:00Z,(172533)_2003_UO9,9,7,2562
310,2018-06-04T12:00:00Z,(172627)_2003_XP10,9,7,2562
311,2018-06-04T12:00:00Z,(173075)_2006_UC,9,7,2562
312,2018-06-04T12:00:00Z,(174758)_2003_VX2,9,7,2562
313,2018-06-04T12:00:00Z,(175113)_2004_PF115,20,2,199
314,2018-06-04T12:00:00Z,(177065)_2003_FP7,9,7,2562
315,2018-06-04T12:00:00Z,(177245)_2003_WB,9,7,2562
316,2018-06-04T12:00:00Z,(177625)_2004_JD,9,7,2562
317,2018-06-04T12:00:00Z,(180103)_2003_FX6,9,7,2562
318,2018-06-04T12:00:00Z,(180213)_2003_UM8,9,7,2562
319,2018-06-04T12:00:00Z,(180216)_2003_UY9,9,7,2562
320,2018-06-04T12:00:00Z,(180537)_2004_EB1,9,7,2562
321,2018-06-04T12:00:00Z,(180731)_2004_JW35,9,7,2562
322,2018-06-04T12:00:00Z,(181492)_2006_UU1,9,7,2562
323,2018-06-04T12:00:00Z,(183501)_2003_FU4,10,8,2562
324,2018-06-04T12:00:00Z,(184064)_2004_GM,9,7,2562
325,2018-06-04T12:00:00Z,(186728)_2004_CH2,11,8,2562
326,2018-06-04T12:00:00Z,(187304)_2005_UV,9,7,2562
327,2018-06-04T12:00:00Z,(188588)_2005_NP29,9,7,2562
328,2018-06-04T12:00:00Z,(188721)_2005_UU,10,8,2562
329,2018-06-04T12:00:00Z,(189944)_2003_TX,9,7,2562
330,2018-06-04T12:00:00Z,(190118)_2004_VR60,9,7,2562
331,2018-06-04T12:00:00Z,(191323)_2003_KN,9,7,2562
332,2018-06-04T12:00:00Z,(191485)_2003_TO2,10,8,2562
333,2018-06-04T12:00:00Z,(191621)_2004_MN3,9,7,2562
334,2018-06-04T12:00:00Z,(19308)_1996_TO66,4,1,768
335,2018-06-04T12:00:00Z,(196256)_2003_EH1,3,3,1498
336,2018-06-04T12:00:00Z,(196297)_2003_FA,10,7,2562
337,2018-06-04T12:00:00Z,(196926)_2003_UG5,10,8,2562
338,2018-06-04T12:00:00Z,(199742)_2006_JD,11,7,2562
339,2018-06-04T12:00:00Z,(206462)_2003_TN10,9,7,2562
340,2018-06-04T12:00:00Z,(206755)_2004_CJ2,9,7,2562
341,2018-06-04T12:00:00Z,(207028)_2004_VN60,10,8,2562
342,2018-06-04T12:00:00Z,(207548)_2006_LZ,10,8,2562
343,2018-06-04T12:00:00Z,(207690)_2007_RE19,10,7,2562
344,2018-06-04T12:00:00Z,(209635)_2005_BR1,10,8,2562
345,2018-06-04T12:00:00Z,(21083)_1991_TH14,14,10,2565
346,2018-06-04T12:00:00Z,(211480)_2003_FC7,9,7,2562
347,2018-06-04T12:00:00Z,(211489)_2003_KP,10,8,2562
348,2018-06-04T12:00:00Z,(211536)_2003_RR11,10,8,2562
349,2018-06-04T12:00:00Z,(211917)_2004_TG8,10,8,2562
350,2018-06-04T12:00:00Z,(213727)_2002_VF92,11,9,2562
351,2018-06-04T12:00:00Z,(213893)_2003_TN2,11,8,2562
352,2018-06-04T12:00:00Z,(213894)_2003_TP2,11,8,2562
353,2018-06-04T12:00:00Z,(216242)_2006_VK14,9,7,2562
354,2018-06-04T12:00:00Z,(221944)_2339_T-3,8,6,2562
355,2018-06-04T12:00:00Z,(221945)_3227_T-3,8,6,2562
356,2018-06-04T12:00:00Z,(225088)_2007_OR10,41,25,2476
357,2018-06-04T12:00:00Z,(225270)_2009_SF30,9,7,2562
358,2018-06-04T12:00:00Z,(225273)_2128_P-L,9,7,2562
359,2018-06-04T12:00:00Z,(225275)_6890_P-L,9,6,2562
360,2018-06-04T12:00:00Z,(231665)_7602_P-L,9,7,2562
361,2018-06-04T12:00:00Z,(233968)_3021_T-2,9,7,2562
362,2018-06-04T12:00:00Z,(237351)_2235_P-L,8,6,2562
363,2018-06-04T12:00:00Z,(237352)_4307_P-L,8,6,2562
364,2018-06-04T12:00:00Z,(237354)_1711_T-2,15,10,2568
365,2018-06-04T12:00:00Z,(237355)_2296_T-2,9,6,2562
366,2018-06-04T12:00:00Z,(237356)_3103_T-2,9,6,2562
367,2018-06-04T12:00:00Z,(237357)_2059_T-3,9,6,2562
368,2018-06-04T12:00:00Z,(237358)_3206_T-3,9,6,2562
369,2018-06-04T12:00:00Z,(237359)_3774_T-3,9,6,2562
370,2018-06-04T12:00:00Z,(237360)_4539_T-3,9,6,2562
371,2018-06-04T12:00:00Z,(29075)_1950_DA,5,5,1498
372,2018-06-04T12:00:00Z,(29876)_1999_GR16,14,9,2564
373,2018-06-04T12:00:00Z,(29877)_1999_GL17,14,9,2564
374,2018-06-04T12:00:00Z,(29878)_1999_GY19,13,10,2564
375,2018-06-04T12:00:00Z,(29981)_1999_TD10,15,11,2772
376,2018-06-04T12:00:00Z,(308635)_2005_YU55,64,23,2551
377,2018-06-04T12:00:00Z,(343158)_2009_HC82,3,3,1498
378,2018-06-04T12:00:00Z,(357439)_2004_BL86,28,5,892
379,2018-06-04T12:00:00Z,(385571)_Otrera,11,9,2815
380,2018-06-04T12:00:00Z,(39544)_1991_TN14,13,10,2565
381,2018-06-04T12:00:00Z,(416400)_2003_UZ117,9,5,833
382,2018-06-04T12:00:00Z,(42493)_1991_TG14,13,10,2565
383,2018-06-04T12:00:00Z,(4384)_1990_AA,19,10,2565
384,2018-06-04T12:00:00Z,(4495)_1988_VS,19,8,2565
385,2018-06-04T12:00:00Z,(4507)_1990_FV,15,9,2565
386,2018-06-04T12:00:00Z,(4538)_1988_TP,14,7,2565
387,2018-06-04T12:00:00Z,(4555)_1987_QL,15,8,2565
388,2018-06-04T12:00:00Z,(4633)_1988_AJ5,14,8,2565
389,2018-06-04T12:00:00Z,(4668)_1987_DX5,16,9,2565
