,timestamp,page_name,revisions_count,contributors_count,age_of_page_days
98,2018-06-07T12:00:00Z,INRI,20,18,2984
99,2018-06-07T12:00:00Z,IPhone_8,47,12,578
100,2018-06-06T12:00:00Z,Himantolophus_borealis,5,1,1293
101,2018-06-06T12:00:00Z,Himantolophus_brevirostris,6,2,1293
102,2018-06-06T12:00:00Z,Himantolophus_compressus,7,3,1293
103,2018-06-06T12:00:00Z,Himantolophus_cornifer,9,2,1293
104,2018-06-06T12:00:00Z,Himantolophus_crinitus,4,2,1293
105,2018-06-06T12:00:00Z,Himantolophus_danae,5,1,1293
106,2018-06-06T12:00:00Z,Himantolophus_litoceras,5,2,1293
107,2018-06-06T12:00:00Z,Himantolophus_macroceras,7,2,1292
108,2018-06-06T12:00:00Z,Himantolophus_macroceratoides,3,1,1292
109,2018-06-06T12:00:00Z,Himantolophus_mauli,5,2,1292
110,2018-06-06T12:00:00Z,Himantolophus_melanolophus,5,2,1292
111,2018-06-06T12:00:00Z,Himantolophus_multifurcatus,4,1,1292
112,2018-06-06T12:00:00Z,Himantolophus_nigricornis,3,1,1292
113,2018-06-06T12:00:00Z,Himantolophus_paucifilosus,4,2,1292
114,2018-06-06T12:00:00Z,Himantolophus_pseudalbinares,6,2,1292
115,2018-06-06T12:00:00Z,Himantolophus_stewarti,6,2,1292
116,2018-06-06T12:00:00Z,Hipposideros_commersoni,2,1,1887
117,2018-06-06T12:00:00Z,Hipposideros_griffini,1,1,1131
118,2018-06-06T12:00:00Z,Hipposideros_khaokhouayensis,1,1,1885
119,2018-06-06T12:00:00Z,Hipposideros_pelingensis,2,1,1885
120,2018-06-06T12:00:00Z,Hipposideros_rotalis,2,1,1885
121,2018-06-06T12:00:00Z,Hipposideros_scutinares,2,1,1885
122,2018-06-06T12:00:00Z,Histiotus_magellanicus,3,3,1926
123,2018-06-06T12:00:00Z,Historia_Naturalis_Brasiliae,21,16,3770
124,2018-06-06T12:00:00Z,Hoegaarden,59,31,3827
125,2018-06-06T12:00:00Z,Hold_On_(пісня_Young_Buck),5,3,1517
126,2018-06-06T12:00:00Z,Homestead,8,7,3984
127,2018-06-06T12:00:00Z,Honda_FCX,60,22,4040
128,2018-06-06T12:00:00Z,Honda_Odyssey,40,8,2908
129,2018-06-06T12:00:00Z,Honda_RCV1000R,16,1,1631
130,2018-06-06T12:00:00Z,Honeymoon,472,48,1078
131,2018-06-06T12:00:00Z,Hoplostethus_druzhinini,11,7,1960
132,2018-06-06T12:00:00Z,Hoplostethus_mento,10,5,1952
133,2018-06-06T12:00:00Z,Humanoid_(альбом),29,18,3234
134,2018-06-06T12:00:00Z,Hybognathus_regius,10,4,1996
135,2018-06-06T12:00:00Z,Hydac,12,5,2440
136,2018-06-06T12:00:00Z,Hylomys_megalotis,6,4,2346
137,2018-06-06T12:00:00Z,Hypsugo_dolichodon,1,1,1178
138,2018-06-06T12:00:00Z,Hyundai_Xcient,22,1,369
139,2018-06-06T12:00:00Z,Hyundai_ix35,51,26,3171
140,2018-06-06T12:00:00Z,I_Call_Your_Name_(a-ha),8,6,2797
141,2018-06-06T12:00:00Z,I'll_Fly_for_You,4,2,1072
142,2018-06-06T12:00:00Z,IC_1011,14,12,4159
143,2018-06-06T12:00:00Z,IC_1059,13,12,4159
144,2018-06-06T12:00:00Z,IC_1065,16,12,4159
145,2018-06-06T12:00:00Z,IC_1295,15,13,4159
146,2018-06-06T12:00:00Z,IC_1318,23,21,4159
147,2018-06-06T12:00:00Z,IC_1396,19,17,4159
148,2018-06-06T12:00:00Z,IC_1517,11,10,4159
149,2018-06-06T12:00:00Z,IC_167,14,13,4159
150,2018-06-06T12:00:00Z,IC_1805,20,18,4159
151,2018-06-06T12:00:00Z,IC_1848,19,16,4159
152,2018-06-06T12:00:00Z,IC_2006,10,9,4159
153,2018-06-06T12:00:00Z,IC_2149,19,16,4159
154,2018-06-06T12:00:00Z,IC_2177,20,16,4159
155,2018-06-06T12:00:00Z,IC_2220,11,9,4159
156,2018-06-06T12:00:00Z,IC_2233,9,7,4159
157,2018-06-06T12:00:00Z,IC_2391,19,16,4159
158,2018-06-06T12:00:00Z,IC_2395,12,10,4159
159,2018-06-06T12:00:00Z,IC_2448,13,11,4159
160,2018-06-06T12:00:00Z,IC_2488,12,11,4159
161,2018-06-06T12:00:00Z,IC_2497,13,12,4159
162,2018-06-06T12:00:00Z,IC_2560,10,8,4159
163,2018-06-06T12:00:00Z,IC_2714,11,9,4159
164,2018-06-06T12:00:00Z,IC_289,16,14,4159
165,2018-06-06T12:00:00Z,IC_298,18,16,4159
166,2018-06-06T12:00:00Z,IC_3,9,8,4159
167,2018-06-06T12:00:00Z,IC_335,9,8,4159
168,2018-06-06T12:00:00Z,IC_3418,10,9,4159
169,2018-06-06T12:00:00Z,IC_348,12,11,4159
170,2018-06-06T12:00:00Z,IC_349,21,19,4159
171,2018-06-06T12:00:00Z,IC_3568,21,18,4159
172,2018-06-06T12:00:00Z,IC_405,23,20,4159
173,2018-06-06T12:00:00Z,IC_4499,11,11,4159
174,2018-06-06T12:00:00Z,IC_4526,11,11,4159
175,2018-06-06T12:00:00Z,IC_4592,14,12,4159
176,2018-06-06T12:00:00Z,IC_4604,11,11,4159
177,2018-06-06T12:00:00Z,IC_4628,13,13,4159
178,2018-06-06T12:00:00Z,IC_4651,12,11,4159
179,2018-06-06T12:00:00Z,IC_4703,12,12,4159
180,2018-06-06T12:00:00Z,IC_5146,25,24,4159
181,2018-06-06T12:00:00Z,IC_5148,13,12,4159
182,2018-06-06T12:00:00Z,IC_5332,9,9,4159
183,2018-06-06T12:00:00Z,IC_883,13,12,4159
184,2018-06-06T12:00:00Z,ICTV,226,111,4433
185,2018-06-06T12:00:00Z,IDO2,1,1,259
186,2018-06-06T12:00:00Z,IEC_60870-5,13,10,2913
187,2018-06-06T12:00:00Z,IFA_W50,15,7,2012
188,2018-06-06T12:00:00Z,IFT27,1,1,257
189,2018-06-06T12:00:00Z,IGFLR1,1,1,257
190,2018-06-06T12:00:00Z,IGLL5,1,1,257
191,2018-06-06T12:00:00Z,III_з'їзд_РСДРП,7,6,3414
192,2018-06-06T12:00:00Z,IMC_Global,23,17,4042
193,2018-06-06T12:00:00Z,IMOCA,5,1,1083
194,2018-06-06T12:00:00Z,INCA1,1,1,258
195,2018-06-06T12:00:00Z,INO80E,1,1,258
196,2018-06-06T12:00:00Z,INOGATE,43,25,4037
197,2018-06-06T12:00:00Z,INPP5F,1,1,259
198,2018-06-06T12:00:00Z,INRI,20,18,2983
199,2018-06-06T12:00:00Z,IPhone_8,47,12,577
200,2018-06-05T12:00:00Z,Himantolophus_borealis,5,1,1292
201,2018-06-05T12:00:00Z,Himantolophus_brevirostris,6,2,1292
202,2018-06-05T12:00:00Z,Himantolophus_compressus,7,3,1292
203,2018-06-05T12:00:00Z,Himantolophus_cornifer,9,2,1292
204,2018-06-05T12:00:00Z,Himantolophus_crinitus,4,2,1292
205,2018-06-05T12:00:00Z,Himantolophus_danae,5,1,1292
206,2018-06-05T12:00:00Z,Himantolophus_litoceras,5,2,1292
207,2018-06-05T12:00:00Z,Himantolophus_macroceras,7,2,1291
208,2018-06-05T12:00:00Z,Himantolophus_macroceratoides,3,1,1291
209,2018-06-05T12:00:00Z,Himantolophus_mauli,5,2,1291
210,2018-06-05T12:00:00Z,Himantolophus_melanolophus,5,2,1291
211,2018-06-05T12:00:00Z,Himantolophus_multifurcatus,4,1,1291
212,2018-06-05T12:00:00Z,Himantolophus_nigricornis,3,1,1291
213,2018-06-05T12:00:00Z,Himantolophus_paucifilosus,4,2,1291
214,2018-06-05T12:00:00Z,Himantolophus_pseudalbinares,6,2,1291
215,2018-06-05T12:00:00Z,Himantolophus_stewarti,6,2,1291
216,2018-06-05T12:00:00Z,Hipposideros_commersoni,2,1,1886
217,2018-06-05T12:00:00Z,Hipposideros_griffini,1,1,1130
218,2018-06-05T12:00:00Z,Hipposideros_khaokhouayensis,1,1,1884
219,2018-06-05T12:00:00Z,Hipposideros_pelingensis,2,1,1884
220,2018-06-05T12:00:00Z,Hipposideros_rotalis,2,1,1884
221,2018-06-05T12:00:00Z,Hipposideros_scutinares,2,1,1884
222,2018-06-05T12:00:00Z,Histiotus_magellanicus,3,3,1925
223,2018-06-05T12:00:00Z,Historia_Naturalis_Brasiliae,21,16,3769
224,2018-06-05T12:00:00Z,Hoegaarden,59,31,3826
225,2018-06-05T12:00:00Z,Hold_On_(пісня_Young_Buck),5,3,1516
226,2018-06-05T12:00:00Z,Homestead,8,7,3983
227,2018-06-05T12:00:00Z,Honda_FCX,60,22,4039
228,2018-06-05T12:00:00Z,Honda_Odyssey,40,8,2907
229,2018-06-05T12:00:00Z,Honda_RCV1000R,16,1,1630
230,2018-06-05T12:00:00Z,Honeymoon,472,48,1077
231,2018-06-05T12:00:00Z,Hoplostethus_druzhinini,11,7,1959
232,2018-06-05T12:00:00Z,Hoplostethus_mento,10,5,1951
233,2018-06-05T12:00:00Z,Humanoid_(альбом),29,18,3233
234,2018-06-05T12:00:00Z,Hybognathus_regius,10,4,1995
235,2018-06-05T12:00:00Z,Hydac,12,5,2439
236,2018-06-05T12:00:00Z,Hylomys_megalotis,6,4,2345
237,2018-06-05T12:00:00Z,Hypsugo_dolichodon,1,1,1177
238,2018-06-05T12:00:00Z,Hyundai_Xcient,22,1,368
239,2018-06-05T12:00:00Z,Hyundai_ix35,51,26,3170
240,2018-06-05T12:00:00Z,I_Call_Your_Name_(a-ha),8,6,2796
241,2018-06-05T12:00:00Z,I'll_Fly_for_You,4,2,1071
242,2018-06-05T12:00:00Z,IC_1011,14,12,4158
243,2018-06-05T12:00:00Z,IC_1059,13,12,4158
244,2018-06-05T12:00:00Z,IC_1065,16,12,4158
245,2018-06-05T12:00:00Z,IC_1295,15,13,4158
246,2018-06-05T12:00:00Z,IC_1318,23,21,4158
247,2018-06-05T12:00:00Z,IC_1396,19,17,4158
248,2018-06-05T12:00:00Z,IC_1517,11,10,4158
249,2018-06-05T12:00:00Z,IC_167,14,13,4158
250,2018-06-05T12:00:00Z,IC_1805,20,18,4158
251,2018-06-05T12:00:00Z,IC_1848,19,16,4158
252,2018-06-05T12:00:00Z,IC_2006,10,9,4158
253,2018-06-05T12:00:00Z,IC_2149,19,16,4158
254,2018-06-05T12:00:00Z,IC_2177,20,16,4158
255,2018-06-05T12:00:00Z,IC_2220,11,9,4158
256,2018-06-05T12:00:00Z,IC_2233,9,7,4158
257,2018-06-05T12:00:00Z,IC_2391,19,16,4158
258,2018-06-05T12:00:00Z,IC_2395,12,10,4158
259,2018-06-05T12:00:00Z,IC_2448,13,11,4158
260,2018-06-05T12:00:00Z,IC_2488,12,11,4158
261,2018-06-05T12:00:00Z,IC_2497,13,12,4158
262,2018-06-05T12:00:00Z,IC_2560,10,8,4158
263,2018-06-05T12:00:00Z,IC_2714,11,9,4158
264,2018-06-05T12:00:00Z,IC_289,16,14,4158
265,2018-06-05T12:00:00Z,IC_298,18,16,4158
266,2018-06-05T12:00:00Z,IC_3,9,8,4158
267,2018-06-05T12:00:00Z,IC_335,9,8,4158
268,2018-06-05T12:00:00Z,IC_3418,10,9,4158
269,2018-06-05T12:00:00Z,IC_348,12,11,4158
270,2018-06-05T12:00:00Z,IC_349,21,19,4158
271,2018-06-05T12:00:00Z,IC_3568,21,18,4158
272,2018-06-05T12:00:00Z,IC_405,23,20,4158
273,2018-06-05T12:00:00Z,IC_4499,11,11,4158
274,2018-06-05T12:00:00Z,IC_4526,11,11,4158
275,2018-06-05T12:00:00Z,IC_4592,14,12,4158
276,2018-06-05T12:00:00Z,IC_4604,11,11,4158
277,2018-06-05T12:00:00Z,IC_4628,13,13,4158
278,2018-06-05T12:00:00Z,IC_4651,12,11,4158
279,2018-06-05T12:00:00Z,IC_4703,12,12,4158
280,2018-06-05T12:00:00Z,IC_5146,25,24,4158
281,2018-06-05T12:00:00Z,IC_5148,13,12,4158
282,2018-06-05T12:00:00Z,IC_5332,9,9,4158
283,2018-06-05T12:00:00Z,IC_883,13,12,4158
284,2018-06-05T12:00:00Z,ICTV,226,111,4432
285,2018-06-05T12:00:00Z,IDO2,1,1,258
286,2018-06-05T12:00:00Z,IEC_60870-5,13,10,2912
287,2018-06-05T12:00:00Z,IFA_W50,15,7,2011
288,2018-06-05T12:00:00Z,IFT27,1,1,256
289,2018-06-05T12:00:00Z,IGFLR1,1,1,256
290,2018-06-05T12:00:00Z,IGLL5,1,1,256
291,2018-06-05T12:00:00Z,III_з'їзд_РСДРП,7,6,3413
292,2018-06-05T12:00:00Z,IMC_Global,23,17,4041
293,2018-06-05T12:00:00Z,IMOCA,5,1,1082
294,2018-06-05T12:00:00Z,INCA1,1,1,257
295,2018-06-05T12:00:00Z,INO80E,1,1,257
296,2018-06-05T12:00:00Z,INOGATE,43,25,4036
297,2018-06-05T12:00:00Z,INPP5F,1,1,258
298,2018-06-05T12:00:00Z,INRI,20,18,2982
299,2018-06-05T12:00:00Z,IPhone_8,47,12,576
300,2018-06-04T12:00:00Z,Himantolophus_borealis,5,1,1291
301,2018-06-04T12:00:00Z,Himantolophus_brevirostris,6,2,1291
302,2018-06-04T12:00:00Z,Himantolophus_compressus,7,3,1291
303,2018-06-04T12:00:00Z,Himantolophus_cornifer,9,2,1291
304,2018-06-04T12:00:00Z,Himantolophus_crinitus,4,2,1291
305,2018-06-04T12:00:00Z,Himantolophus_danae,5,1,1291
306,2018-06-04T12:00:00Z,Himantolophus_litoceras,5,2,1291
307,2018-06-04T12:00:00Z,Himantolophus_macroceras,7,2,1290
308,2018-06-04T12:00:00Z,Himantolophus_macroceratoides,3,1,1290
309,2018-06-04T12:00:00Z,Himantolophus_mauli,5,2,1290
310,2018-06-04T12:00:00Z,Himantolophus_melanolophus,5,2,1290
311,2018-06-04T12:00:00Z,Himantolophus_multifurcatus,4,1,1290
312,2018-06-04T12:00:00Z,Himantolophus_nigricornis,3,1,1290
313,2018-06-04T12:00:00Z,Himantolophus_paucifilosus,4,2,1290
314,2018-06-04T12:00:00Z,Himantolophus_pseudalbinares,6,2,1290
315,2018-06-04T12:00:00Z,Himantolophus_stewarti,6,2,1290
316,2018-06-04T12:00:00Z,Hipposideros_commersoni,2,1,1885
317,2018-06-04T12:00:00Z,Hipposideros_griffini,1,1,1129
318,2018-06-04T12:00:00Z,Hipposideros_khaokhouayensis,1,1,1883
319,2018-06-04T12:00:00Z,Hipposideros_pelingensis,2,1,1883
320,2018-06-04T12:00:00Z,Hipposideros_rotalis,2,1,1883
321,2018-06-04T12:00:00Z,Hipposideros_scutinares,2,1,1883
322,2018-06-04T12:00:00Z,Histiotus_magellanicus,3,3,1924
323,2018-06-04T12:00:00Z,Historia_Naturalis_Brasiliae,21,16,3768
324,2018-06-04T12:00:00Z,Hoegaarden,59,31,3825
325,2018-06-04T12:00:00Z,Hold_On_(пісня_Young_Buck),5,3,1515
326,2018-06-04T12:00:00Z,Homestead,8,7,3982
327,2018-06-04T12:00:00Z,Honda_FCX,60,22,4038
328,2018-06-04T12:00:00Z,Honda_Odyssey,40,8,2906
329,2018-06-04T12:00:00Z,Honda_RCV1000R,16,1,1629
330,2018-06-04T12:00:00Z,Honeymoon,472,48,1076
331,2018-06-04T12:00:00Z,Hoplostethus_druzhinini,11,7,1958
332,2018-06-04T12:00:00Z,Hoplostethus_mento,10,5,1950
333,2018-06-04T12:00:00Z,Humanoid_(альбом),29,18,3232
334,2018-06-04T12:00:00Z,Hybognathus_regius,10,4,1994
335,2018-06-04T12:00:00Z,Hydac,12,5,2438
336,2018-06-04T12:00:00Z,Hylomys_megalotis,6,4,2344
337,2018-06-04T12:00:00Z,Hypsugo_dolichodon,1,1,1176
338,2018-06-04T12:00:00Z,Hyundai_Xcient,22,1,367
339,2018-06-04T12:00:00Z,Hyundai_ix35,51,26,3169
340,2018-06-04T12:00:00Z,I_Call_Your_Name_(a-ha),8,6,2795
341,2018-06-04T12:00:00Z,I'll_Fly_for_You,4,2,1070
342,2018-06-04T12:00:00Z,IC_1011,14,12,4157
343,2018-06-04T12:00:00Z,IC_1059,13,12,4157
344,2018-06-04T12:00:00Z,IC_1065,16,12,4157
345,2018-06-04T12:00:00Z,IC_1295,15,13,4157
346,2018-06-04T12:00:00Z,IC_1318,23,21,4157
347,2018-06-04T12:00:00Z,IC_1396,19,17,4157
348,2018-06-04T12:00:00Z,IC_1517,11,10,4157
349,2018-06-04T12:00:00Z,IC_167,14,13,4157
350,2018-06-04T12:00:00Z,IC_1805,20,18,4157
351,2018-06-04T12:00:00Z,IC_1848,19,16,4157
352,2018-06-04T12:00:00Z,IC_2006,10,9,4157
353,2018-06-04T12:00:00Z,IC_2149,19,16,4157
354,2018-06-04T12:00:00Z,IC_2177,20,16,4157
355,2018-06-04T12:00:00Z,IC_2220,11,9,4157
356,2018-06-04T12:00:00Z,IC_2233,9,7,4157
357,2018-06-04T12:00:00Z,IC_2391,19,16,4157
358,2018-06-04T12:00:00Z,IC_2395,12,10,4157
359,2018-06-04T12:00:00Z,IC_2448,13,11,4157
360,2018-06-04T12:00:00Z,IC_2488,12,11,4157
361,2018-06-04T12:00:00Z,IC_2497,13,12,4157
362,2018-06-04T12:00:00Z,IC_2560,10,8,4157
363,2018-06-04T12:00:00Z,IC_2714,11,9,4157
364,2018-06-04T12:00:00Z,IC_289,16,14,4157
365,2018-06-04T12:00:00Z,IC_298,18,16,4157
366,2018-06-04T12:00:00Z,IC_3,9,8,4157
367,2018-06-04T12:00:00Z,IC_335,9,8,4157
368,2018-06-04T12:00:00Z,IC_3418,10,9,4157
369,2018-06-04T12:00:00Z,IC_348,12,11,4157
370,2018-06-04T12:00:00Z,IC_349,21,19,4157
371,2018-06-04T12:00:00Z,IC_3568,21,18,4157
372,2018-06-04T12:00:00Z,IC_405,23,20,4157
373,2018-06-04T12:00:00Z,IC_4499,11,11,4157
374,2018-06-04T12:00:00Z,IC_4526,11,11,4157
375,2018-06-04T12:00:00Z,IC_4592,14,12,4157
376,2018-06-04T12:00:00Z,IC_4604,11,11,4157
377,2018-06-04T12:00:00Z,IC_4628,13,13,4157
378,2018-06-04T12:00:00Z,IC_4651,12,11,4157
379,2018-06-04T12:00:00Z,IC_4703,12,12,4157
380,2018-06-04T12:00:00Z,IC_5146,25,24,4157
381,2018-06-04T12:00:00Z,IC_5148,13,12,4157
382,2018-06-04T12:00:00Z,IC_5332,9,9,4157
383,2018-06-04T12:00:00Z,IC_883,13,12,4157
384,2018-06-04T12:00:00Z,ICTV,226,111,4431
385,2018-06-04T12:00:00Z,IDO2,1,1,257
386,2018-06-04T12:00:00Z,IEC_60870-5,13,10,2911
387,2018-06-04T12:00:00Z,IFA_W50,15,7,2010
388,2018-06-04T12:00:00Z,IFT27,1,1,255
389,2018-06-04T12:00:00Z,IGFLR1,1,1,255
390,2018-06-04T12:00:00Z,IGLL5,1,1,255
391,2018-06-04T12:00:00Z,III_з'їзд_РСДРП,7,6,3412
392,2018-06-04T12:00:00Z,IMC_Global,23,17,4040
393,2018-06-04T12:00:00Z,IMOCA,5,1,1081
394,2018-06-04T12:00:00Z,INCA1,1,1,256
395,2018-06-04T12:00:00Z,INO80E,1,1,256
396,2018-06-04T12:00:00Z,INOGATE,43,25,4035
397,2018-06-04T12:00:00Z,INPP5F,1,1,257
398,2018-06-04T12:00:00Z,INRI,20,18,2981
399,2018-06-04T12:00:00Z,IPhone_8,47,12,575
400,2018-06-03T12:00:00Z,Himantolophus_borealis,5,1,1290
401,2018-06-03T12:00:00Z,Himantolophus_brevirostris,6,2,1290
402,2018-06-03T12:00:00Z,Himantolophus_compressus,7,3,1290
403,2018-06-03T12:00:00Z,Himantolophus_cornifer,9,2,1290
404,2018-06-03T12:00:00Z,Himantolophus_crinitus,4,2,1290
405,2018-06-03T12:00:00Z,Himantolophus_danae,5,1,1290
406,2018-06-03T12:00:00Z,Himantolophus_litoceras,5,2,1290
407,2018-06-03T12:00:00Z,Himantolophus_macroceras,7,2,1289
408,2018-06-03T12:00:00Z,Himantolophus_macroceratoides,3,1,1289
409,2018-06-03T12:00:00Z,Himantolophus_mauli,5,2,1289
410,2018-06-03T12:00:00Z,Himantolophus_melanolophus,5,2,1289
411,2018-06-03T12:00:00Z,Himantolophus_multifurcatus,4,1,1289
412,2018-06-03T12:00:00Z,Himantolophus_nigricornis,3,1,1289
413,2018-06-03T12:00:00Z,Himantolophus_paucifilosus,4,2,1289
414,2018-06-03T12:00:00Z,Himantolophus_pseudalbinares,6,2,1289
415,2018-06-03T12:00:00Z,Himantolophus_stewarti,6,2,1289
416,2018-06-03T12:00:00Z,Hipposideros_commersoni,2,1,1884
417,2018-06-03T12:00:00Z,Hipposideros_griffini,1,1,1128
418,2018-06-03T12:00:00Z,Hipposideros_khaokhouayensis,1,1,1882
419,2018-06-03T12:00:00Z,Hipposideros_pelingensis,2,1,1882
420,2018-06-03T12:00:00Z,Hipposideros_rotalis,2,1,1882
421,2018-06-03T12:00:00Z,Hipposideros_scutinares,2,1,1882
422,2018-06-03T12:00:00Z,Histiotus_magellanicus,3,3,1923
423,2018-06-03T12:00:00Z,Historia_Naturalis_Brasiliae,21,16,3767
424,2018-06-03T12:00:00Z,Hoegaarden,59,31,3824
425,2018-06-03T12:00:00Z,Hold_On_(пісня_Young_Buck),5,3,1514
426,2018-06-03T12:00:00Z,Homestead,8,7,3981
